Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G129350;2/23/2015;118-84;128 STREET;QUEENS;11420;CEDRIC ROAD / SUTTER AVENUE;;410;10;106;28;FALSE;1036770;184472;No;No;No;FALSE
G129351;2/23/2015;128-01;133 AVENUE;QUEENS;11420;128 STREET / 129 STREET;;410;10;106;28;FALSE;1036704;183764;No;No;No;FALSE
G129352;2/23/2015;133-59;116 STREET;QUEENS;11420;133 AVENUE / 135 AVENUE;;410;10;106;32;FALSE;1033260;183837;No;No;No;FALSE
G129353;2/23/2015;128-04;GOTHAM ROAD;QUEENS;11420;128 STREET / 130 STREET;;410;10;106;28;FALSE;1036974;184934;Yes;No;No;FALSE
G129354;2/23/2015;130-01;SUTTER AVENUE;QUEENS;11420;130 STREET / 131 STREET;;410;10;106;28;FALSE;1037402;184320;No;No;No;FALSE
G129355;2/23/2015;132-06;133 AVENUE;QUEENS;11420;132 STREET / 133 STREET;;410;10;106;28;FALSE;1037925;183067;No;No;No;FALSE
G129356;2/23/2015;133-45;131 STREET;QUEENS;11420;133 AVENUE / 135 AVENUE;"Powerwash; ";410;10;106;28;FALSE;1037587;182678;Yes;No;No;FALSE
G129358;2/24/2015;2445;HYLAN BOULEVARD;STATEN ISLAND;10306;BACHE AVENUE / JACQUES AVENUE;;502;02;122;50;FALSE;953959;147563;No;No;No;FALSE
G129361;2/24/2015;158-13;72 AVENUE;QUEENS;11365;PARSONS BOULEVARD / 159 STREET;"Paint Other POWER WASH AND PAINT IF NECESSARY; Powerwash; ";408;08;107;24;FALSE;1036771;204603;No;No;No;FALSE
G129363;2/24/2015;32-35;48 AVENUE;QUEENS;11101;32 PLACE / 33 STREET;;402;02;108;26;FALSE;1002868;209394;No;No;No;FALSE
G129364;2/24/2015;32-44;QUEENS BOULEVARD;QUEENS;11101;32 PLACE / 33 STREET;;402;02;108;26;FALSE;1003106;210459;No;No;No;FALSE
G129367;2/24/2015;69-30;QUEENS BOULEVARD;QUEENS;11377;45 AVENUE / 70 STREET;;402;02;108;26;FALSE;1013437;208778;No;No;Yes;FALSE
G129370;2/24/2015;70-11;45 AVENUE;QUEENS;11377;QUEENS BOULEVARD / 70 STREET;;402;02;108;26;FALSE;1013525;209082;No;No;No;FALSE
G129371;2/24/2015;47-19;69 STREET;QUEENS;11377;47 AVENUE / 48 AVENUE;;402;02;108;30;FALSE;1013184;208346;No;No;No;FALSE
G129374;2/24/2015;306;DITMAS AVENUE;BROOKLYN;11218;EAST    3 STREET / EAST    4 STREET;;312;12;66;39;FALSE;991003;170841;Yes;No;No;FALSE
G129375;2/24/2015;633;MARCY AVENUE;BROOKLYN;11206;HART STREET / PULASKI STREET;;303;3;79;36;FALSE;998556;191725;Yes;No;No;FALSE
G129376;2/24/2015;1645;EAST NEW YORK AVENUE;BROOKLYN;11212;BERGEN STREET / CHRISTOPHER AVENUE;;316;16;73;37;FALSE;1009951;184849;Yes;No;No;FALSE
G129377;2/24/2015;1579;EAST NEW YORK AVENUE;BROOKLYN;11212;PROSPECT PLACE / ST MARKS AVENUE;;316;16;73;37;FALSE;1009283;184438;No;No;No;FALSE
G129378;2/24/2015;35-61;84 STREET;QUEENS;11372;35 AVENUE / 37 AVENUE;;403;03;115;25;FALSE;1016885;212619;Yes;No;No;FALSE
G129380;2/24/2015;1521;EAST NEW YORK AVENUE;BROOKLYN;11212;CHESTER STREET / ROCKAWAY AVENUE;;316;16;73;41;FALSE;1008724;184135;No;No;No;FALSE
G129382;2/24/2015;1303;EAST NEW YORK AVENUE;BROOKLYN;11212;GRAFTON STREET / LEGION STREET;;316;16;73;41;FALSE;1006617;182954;Yes;No;No;FALSE
G129386;2/24/2015;835;EAST NEW YORK AVENUE;BROOKLYN;11203;TROY AVENUE / SCHENECTADY AVENUE;;309;09;71;41;FALSE;1002232;180748;No;No;No;FALSE
G129388;2/24/2015;692;EAST NEW YORK AVENUE;BROOKLYN;11203;ALBANY AVENUE / TROY AVENUE;;309;09;71;41;FALSE;1000982;180472;No;No;No;FALSE
G129390;2/24/2015;574;EAST NEW YORK AVENUE;BROOKLYN;11225;BROOKLYN AVENUE / KINGSTON AVENUE;;309;09;71;40;FALSE;999833;180374;No;No;No;FALSE
G129392;2/24/2015;126;LA SALLE STREET;MANHATTAN;10027;BROADWAY / CLAREMONT AVENUE;;109;09;26;07;FALSE;995187;235780;No;No;No;FALSE
G129393;2/24/2015;2190;PITKIN AVENUE;BROOKLYN;11207;BRADFORD STREET / MILLER AVENUE;;305;05;75;37;FALSE;1014332;184225;No;No;No;FALSE
G129394;2/24/2015;2053B;PITKIN AVENUE;BROOKLYN;11207;SHEFFIELD AVENUE / PENNSYLVANIA AVENUE;;305;05;75;37;FALSE;1012929;184094;Yes;No;No;FALSE
G129395;2/24/2015;1801;PITKIN AVENUE;BROOKLYN;11212;MOTHER GASTON BOULEVARD / CHRISTOPHER AVENUE;;316;16;73;37;FALSE;1010176;183592;No;No;No;FALSE
G129397;2/24/2015;1705;PITKIN AVENUE;BROOKLYN;11212;ROCKAWAY AVENUE / THATFORD AVENUE;;316;16;73;41;FALSE;1009139;183388;Yes;No;No;FALSE
G129398;2/24/2015;1703;PITKIN AVENUE;BROOKLYN;11212;ROCKAWAY AVENUE / THATFORD AVENUE;;316;16;73;41;FALSE;1009114;183383;Yes;No;No;FALSE
G129399;2/24/2015;1661;PITKIN AVENUE;BROOKLYN;11212;BRISTOL STREET / CHESTER STREET;;316;16;73;41;FALSE;1008630;183282;Yes;No;No;FALSE
G129400;2/24/2015;1600;PITKIN AVENUE;BROOKLYN;11212;AMBOY STREET / THOMAS S BOYLAND STREET;;316;16;73;41;FALSE;1008040;182997;No;No;No;FALSE
G129401;2/24/2015;1522;PITKIN AVENUE;BROOKLYN;11212;LEGION STREET / SARATOGA AVENUE;"Paint No preference ; Powerwash; ";316;16;73;41;FALSE;1007157;182821;No;No;No;FALSE
G129402;2/24/2015;1413;PITKIN AVENUE;BROOKLYN;11233;BEND / HOWARD AVENUE;;316;16;73;41;FALSE;1006090;182872;No;No;No;FALSE
G129403;2/24/2015;1419;PITKIN AVENUE;BROOKLYN;11233;BEND / HOWARD AVENUE;;316;16;73;41;FALSE;1006150;182875;No;No;No;FALSE
G129404;2/24/2015;1445;PITKIN AVENUE;BROOKLYN;11233;BEND / HOWARD AVENUE;;316;16;73;41;FALSE;1006290;182872;Yes;No;No;FALSE
G129405;2/24/2015;1470;PITKIN AVENUE;BROOKLYN;11212;EAST NEW YORK AVENUE / GRAFTON STREET;;316;16;73;41;FALSE;1006608;182724;Yes;No;No;FALSE
G129406;2/24/2015;1512;PITKIN AVENUE;BROOKLYN;11212;LEGION STREET / SARATOGA AVENUE;;316;16;73;41;FALSE;1007057;182802;No;No;No;FALSE
G129407;2/24/2015;1573;PITKIN AVENUE;BROOKLYN;11212;HERZL STREET / AMBOY STREET;;316;16;73;41;FALSE;1007736;183097;No;No;No;FALSE
G129408;2/24/2015;2745;PITKIN AVENUE;BROOKLYN;11208;PINE STREET / CRESCENT STREET;;305;05;75;42;FALSE;1020096;185522;Yes;No;No;FALSE
G129411;2/24/2015;2677;PITKIN AVENUE;BROOKLYN;11208;CHESTNUT STREET / DOSCHER STREET;;305;05;75;42;FALSE;1019421;185391;Yes;No;No;FALSE
G129413;2/24/2015;2542;PITKIN AVENUE;BROOKLYN;11208;ATKINS AVENUE / MONTAUK AVENUE;;305;05;75;37;FALSE;1017978;184942;Yes;No;No;FALSE
G129414;2/24/2015;2538;PITKIN AVENUE;BROOKLYN;11208;ATKINS AVENUE / MONTAUK AVENUE;;305;05;75;37;FALSE;1017938;184934;Yes;No;No;FALSE
G129415;2/24/2015;2521;PITKIN AVENUE;BROOKLYN;11208;BERRIMAN STREET / ATKINS AVENUE;;305;05;75;37;FALSE;1017762;185037;No;No;No;FALSE
G129416;2/24/2015;2444;PITKIN AVENUE;BROOKLYN;11208;LINWOOD STREET / ESSEX STREET;;305;05;75;37;FALSE;1016960;184746;No;No;No;FALSE
G129417;2/24/2015;2414;PITKIN AVENUE;BROOKLYN;11208;ELTON STREET / LINWOOD STREET;;305;05;75;37;FALSE;1016665;184694;No;No;No;FALSE
G129418;2/24/2015;2371;PITKIN AVENUE;BROOKLYN;11207;ASHFORD STREET / CLEVELAND STREET;;305;05;75;37;FALSE;1016163;184765;No;No;No;FALSE
G129420;2/24/2015;2231;PITKIN AVENUE;BROOKLYN;11207;VAN SICLEN AVENUE / HENDRIX STREET;;305;05;75;37;FALSE;1014745;184490;No;No;No;FALSE
G129421;2/24/2015;2227;PITKIN AVENUE;BROOKLYN;11207;VAN SICLEN AVENUE / HENDRIX STREET;;305;05;75;37;FALSE;1014723;184485;No;No;No;FALSE
G129422;2/24/2015;2214;PITKIN AVENUE;BROOKLYN;11207;MILLER AVENUE / VAN SICLEN AVENUE;;305;05;75;37;FALSE;1014560;184269;Yes;No;No;FALSE
G129423;2/24/2015;2212;PITKIN AVENUE;BROOKLYN;11207;MILLER AVENUE / VAN SICLEN AVENUE;;305;05;75;37;FALSE;1014541;184266;Yes;No;No;FALSE
G129427;2/24/2015;714;FIFTH AVENUE;BROOKLYN;11215;22 STREET / 23 STREET;;307;07;72;38;FALSE;985771;179982;No;No;No;FALSE
G129428;2/24/2015;719;FIFTH AVENUE;BROOKLYN;11215;22 STREET / 23 STREET;;307;07;72;38;FALSE;985879;179832;Yes;No;No;FALSE
G129429;2/24/2015;525;NOSTRAND AVENUE;BROOKLYN;11216;HERKIMER STREET / HERKIMER PLACE;;303;3;79;36;FALSE;998309;186763;No;No;No;FALSE
G129434;2/24/2015;635;NOSTRAND AVENUE;BROOKLYN;11216;BERGEN STREET / ST MARKS AVENUE;;308;08;77;36;FALSE;998206;185333;No;No;No;FALSE
G129435;2/24/2015;698;NOSTRAND AVENUE;BROOKLYN;11216;ST MARKS AVENUE / PROSPECT PLACE;;308;08;77;36;FALSE;998025;185124;Yes;No;No;FALSE
G129436;2/24/2015;702;NOSTRAND AVENUE;BROOKLYN;11216;ST MARK'S AVENUE / PROSPECT PLACE;;308;8;77;36;FALSE;998023;185093;Yes;No;No;FALSE
G129437;2/24/2015;752;NOSTRAND AVENUE;BROOKLYN;11216;PARK PLACE / STERLING PLACE;;308;08;77;36;FALSE;997977;184462;Yes;No;No;FALSE
G129439;2/24/2015;170;SOUTH    1 STREET;BROOKLYN;11211;BEDFORD AVENUE / DRIGGS AVENUE;;301;01;90;34;FALSE;995149;199166;No;No;No;FALSE
G129440;2/24/2015;806;NOSTRAND AVENUE;BROOKLYN;11216;ST JOHN'S PLACE / LINCOLN PLACE;;308;08;77;35;FALSE;997930;183799;No;No;No;FALSE
G129445;2/24/2015;436;NEW YORK AVENUE;BROOKLYN;11225;MONTGOMERY STREET / MALBONE STREET;;309;09;71;35;FALSE;998539;181475;No;No;No;FALSE
G129446;2/24/2015;982;FLATBUSH AVENUE;BROOKLYN;11226;ALBEMARLE ROAD / REGENT PLACE;;314;14;70;40;FALSE;995773;175099;No;No;No;FALSE
G129447;2/24/2015;392;NEW YORK AVENUE;BROOKLYN;11213;CARROLL STREET / CROWN STREET;;309;09;71;35;FALSE;998576;182023;Yes;No;No;FALSE
G129448;2/24/2015;368;NEW YORK AVENUE;BROOKLYN;11213;CARROLL STREET / CROWN STREET;;309;09;71;35;FALSE;998594;182260;No;No;No;FALSE
G129449;2/24/2015;346;NEW YORK AVENUE;BROOKLYN;11213;PRESIDENT STREET / CARROLL STREET;;309;09;71;35;FALSE;998614;182567;No;No;No;FALSE
G129451;2/24/2015;2339;NOSTRAND AVENUE;BROOKLYN;11210;AVENUE I / AVENUE J;;318;18;63;45;FALSE;999045;167939;No;No;No;FALSE
G129453;2/24/2015;132-25;41 AVENUE;QUEENS;11355;COLLEGE POINT BOULEVARD / MAIN STREET;;407;07;109;20;FALSE;1030539;215087;No;No;No;FALSE
G129457;2/25/2015;1804;WESTCHESTER AVENUE;BRONX;10472;BEACH AVENUE / TAYLOR AVENUE;;209;09;43;18;FALSE;1021339;242313;Yes;No;No;FALSE
G129459;2/25/2015;1836;WESTCHESTER AVENUE;BRONX;10472;TAYLOR AVENUE / THIERIOT AVENUE;;209;09;43;18;FALSE;1021680;242446;No;No;No;FALSE
G129462;2/25/2015;1935;WESTCHESTER AVENUE;BRONX;10462;HUGH J GRANT CIRCLE / CROSS BRONX EXPRESSWAY;;209;9;43;18;FALSE;1023117;243025;Yes;No;No;FALSE
G129463;2/25/2015;1953;WESTCHESTER AVENUE;BRONX;10462;HUGH J GRANT CIRCLE / CROSS BRONX EXPRESSWAY;;209;09;43;18;FALSE;1023202;243037;Yes;No;No;FALSE
G129464;2/25/2015;1957;WESTCHESTER AVENUE;BRONX;10462;CROSS BRONX EXPRESSWAY / PUGSLEY AVENUE;;209;9;43;18;FALSE;1023265;243046;Yes;No;No;FALSE
G129470;2/25/2015;2150;WESTCHESTER AVENUE;BRONX;10462;PURDY STREET / CASTLE HILL AVENUE;;209;9;43;18;FALSE;1025014;243058;No;No;No;FALSE
G129475;2/25/2015;5995;RIVERDALE AVENUE;BRONX;10471;WEST  259 STREET / WEST  260 STREET;;208;08;50;11;FALSE;1010786;270257;No;No;No;FALSE
G129477;2/25/2015;5765;MOSHOLU AVENUE;BRONX;10471;HUXLEY AVENUE / POST ROAD;;208;08;50;11;FALSE;1012391;269319;Yes;No;No;FALSE
G129478;2/25/2015;6087;BROADWAY;BRONX;10471;MANHATTAN COLLEGE PARKWAY / WEST 251 STREET;"Powerwash; ";208;08;50;11;FALSE;1012778;264999;Yes;No;No;FALSE
G129479;2/25/2015;156;SUMMIT PLACE;BRONX;10463;KINGSBRIDGE TERRACE / HEATH AVENUE;;208;08;50;14;FALSE;1011621;259080;No;No;No;FALSE
G129480;2/25/2015;154;SUMMIT PLACE;BRONX;10463;KINGSBRIDGE TERRACE / HEATH AVENUE;;208;08;50;14;FALSE;1011643;259065;No;No;No;FALSE
G129481;2/25/2015;86-56;WOODHAVEN BOULEVARD;QUEENS;11421;86 DRIVE / JAMAICA AVENUE;;409;09;102;30;FALSE;1025116;192059;No;No;No;FALSE
G129483;2/25/2015;1782;WESTCHESTER AVENUE;BRONX;10472;ST LAWRENCE AVENUE / BEACH AVENUE;;209;09;43;18;FALSE;1021064;242223;Yes;No;No;FALSE
G129484;2/25/2015;1593;WESTCHESTER AVENUE;BRONX;10472;MANOR AVENUE / STRATFORD AVENUE;;209;09;43;18;FALSE;1018585;241483;Yes;No;No;FALSE
G129486;2/25/2015;722;NOSTRAND AVENUE;BROOKLYN;11216;PROSPECT PLACE / PARK PLACE;;308;8;77;36;FALSE;998004;184826;Yes;No;No;FALSE
G129488;2/25/2015;1688;EAST   16 STREET;BROOKLYN;11229;KINGS HIGHWAY / QUENTIN ROAD;;315;15;61;48;FALSE;996058;160957;Yes;No;No;FALSE
G129491;2/25/2015;2717;AVENUE U;BROOKLYN;11229;EAST   27 STREET / EAST   28 STREET;;315;15;61;46;FALSE;999753;158032;Yes;No;No;FALSE
G129492;2/25/2015;3785;NOSTRAND AVENUE;BROOKLYN;11235;AVENUE Y / AVENUE Z;;315;15;61;48;FALSE;1001057;154483;No;No;No;FALSE
G129493;2/25/2015;3460;NOSTRAND AVENUE;BROOKLYN;11229;GRAVESEND NECK ROAD / AVENUE V;;315;15;61;46;FALSE;1000342;157707;Yes;No;No;FALSE
G129494;2/25/2015;2785;NOSTRAND AVENUE;BROOKLYN;11210;AVENUE N / KINGS HIGHWAY;;318;18;63;45;FALSE;999633;163968;No;No;No;FALSE
G129496;2/25/2015;2380;CONEY ISLAND AVENUE;BROOKLYN;11223;AVENUE T / AVENUE U;;315;15;61;47;FALSE;994914;157500;No;No;No;FALSE
G129500;2/25/2015;144;NEPTUNE AVENUE;BROOKLYN;11235;GRAY COURT / EAST   11 STREET;;313;13;60;48;FALSE;995718;151309;No;No;No;FALSE
G129501;2/25/2015;1502;WESTCHESTER AVENUE;BRONX;10472;WHEELER AVENUE / ELDER AVENUE;;209;9;43;18;FALSE;1017526;241061;Yes;No;No;FALSE
G129502;2/25/2015;2785;CONEY ISLAND AVENUE;BROOKLYN;11235;GERALD COURT / KATHLEEN PLACE;;313;15;61;48;FALSE;995334;153727;Yes;No;No;FALSE
G129503;2/25/2015;2753;CONEY ISLAND AVENUE;BROOKLYN;11235;AVENUE Y / GERALD COURT;;313;15;61;48;FALSE;995320;153966;Yes;No;No;FALSE
G129505;2/25/2015;1014;SOUTHERN BOULEVARD;BRONX;10459;ALDUS STREET / WESTCHESTER AVENUE;;202;2;41;17;FALSE;1014333;239321;No;No;No;FALSE
G129506;2/25/2015;57;STAGG STREET;BROOKLYN;11206;LORIMER STREET / LEONARD STREET;;301;01;90;34;FALSE;998627;197677;Yes;No;No;FALSE
G129507;2/25/2015;406;LORIMER STREET;BROOKLYN;11206;STAGG STREET / TEN EYCK STREET;;301;01;90;34;FALSE;998571;197649;No;No;No;FALSE
G129508;2/25/2015;102-02;ROCKAWAY BEACH BOULEVARD;QUEENS;11694;BEACH  102 STREET / BEACH  105 STREET;"Powerwash; ";414;14;100;32;FALSE;1033304;152131;No;No;No;FALSE
G129509;2/25/2015;70;ROSS STREET;BROOKLYN;11249;WYTHE AVENUE / BEDFORD AVENUE;;301;01;90;33;FALSE;994723;195461;No;No;Yes;FALSE
G129511;2/25/2015;3766;THIRD AVENUE;BRONX;10456;ST PAULS PLACE / EAST  171 STREET;;203;03;42;16;FALSE;1011368;244100;No;No;No;FALSE
G129514;2/25/2015;1035;MORRIS AVENUE;BRONX;10456;EAST  165 STREET / EAST  166 STREET;;204;4;44;16;FALSE;1007325;241512;No;No;No;FALSE
G129517;2/25/2015;1212;COLLEGE AVENUE;BRONX;10456;EAST  167 STREET / EAST  168 STREET;;204;4;44;16;FALSE;1008328;242735;No;No;No;FALSE
G129525;2/25/2015;1091;SUTTER AVENUE;BROOKLYN;11208;ATKINS AVENUE / MONTAUK AVENUE;;305;05;75;42;FALSE;1018058;184201;No;No;No;FALSE
G129530;2/25/2015;138;NOBLE STREET;BROOKLYN;11222;FRANKLIN STREET / LORIMER STREET;;301;01;94;33;FALSE;996716;204684;No;No;No;FALSE
G129536;2/26/2015;925;70 STREET;BROOKLYN;11228;FT HAMILTON PARKWAY / 10 AVENUE;;310;10;68;43;FALSE;980782;168116;Yes;No;No;FALSE
G129537;2/26/2015;6911;FORT HAMILTON PARKWAY;BROOKLYN;11228;BAY RIDGE AVENUE / 70 STREET;;310;10;68;43;FALSE;980866;168180;Yes;No;No;FALSE
G129538;2/26/2015;6913;FORT HAMILTON PARKWAY;BROOKLYN;11228;BAY RIDGE AVENUE / 70 STREET;;310;10;68;43;FALSE;980843;168173;Yes;No;No;FALSE
G129539;2/26/2015;890;BAY RIDGE AVENUE;BROOKLYN;11220;8 AVENUE / 9 AVENUE;;310;10;68;43;FALSE;980684;168378;No;No;No;FALSE
G129542;2/26/2015;7311;13 AVENUE;BROOKLYN;11228;73 STREET / 74 STREET;"Paint No preference ; ";310;10;68;43;FALSE;982506;165528;Yes;No;No;FALSE
G129543;2/26/2015;7215;5 AVENUE;BROOKLYN;11209;72 STREET / 73 STREET;;310;10;68;43;FALSE;978252;169219;Yes;No;No;FALSE
G129545;2/26/2015;7312;5 AVENUE;BROOKLYN;11209;73 STREET / 74 STREET;;310;10;68;43;FALSE;978033;169082;Yes;No;No;FALSE
G129546;2/26/2015;7901;6 AVENUE;BROOKLYN;11209;79 STREET / 80 STREET;;310;10;68;43;FALSE;978345;166914;No;No;No;FALSE
G129547;2/26/2015;896;HOME STREET;BRONX;10459;BEND / FOX STREET;;203;03;42;17;FALSE;1013411;241015;Yes;No;No;FALSE
G129550;2/26/2015;649;COURTLANDT AVENUE;BRONX;10451;EAST  152 STREET / EAST  153 STREET;"Powerwash; ";201;01;40;17;FALSE;1006759;237716;Yes;No;No;FALSE
G129551;2/26/2015;287;EAST  161 STREET;BRONX;10451;MORRIS AVENUE / PARK AVENUE;;204;4;44;17;FALSE;1007063;240095;Yes;No;No;FALSE
G129552;2/26/2015;281;EAST 161 STREET;BRONX;10451;MORRIS AVENUE / PARK AVENUE;;204;04;44;17;FALSE;1007026;240136;Yes;No;No;FALSE
G129555;2/26/2015;101;EAST  165 STREET;BRONX;10452;GERARD AVENUE / WALTON AVENUE;;204;4;44;16;FALSE;1005893;242286;Yes;No;No;FALSE
G129558;2/26/2015;2453;FREDRICK DOUGLAS BOULEVARD;MANHATTAN;10027;WEST 131 STREET / WEST 132 STREET;;110;10;32;09;FALSE;998498;235968;No;No;No;FALSE
G129559;2/26/2015;2494;8 AVENUE;MANHATTAN;10030;WEST  133 STREET / WEST  134 STREET;;110;10;32;09;FALSE;998913;236318;Yes;No;No;FALSE
G129562;2/26/2015;2701;EIGHTH AVENUE;MANHATTAN;10030;WEST  143 STREET / WEST  144 STREET;;110;10;32;09;FALSE;1000034;238742;Yes;No;No;FALSE
G129564;2/26/2015;200;WEST 144 STREET;MANHATTAN;10030;7 AVENUE / 8 AVENUE;;110;10;32;07;FALSE;1000860;238402;Yes;No;No;FALSE
G129565;2/26/2015;2060;7 AVENUE;MANHATTAN;10027;WEST  122 STREET / WEST  123 STREET;;110;10;28;09;FALSE;998170;233548;Yes;No;No;FALSE
G129567;2/26/2015;1970;SEVENTH AVENUE;MANHATTAN;10026;WEST  118 STREET / WEST  119 STREET;;110;10;28;09;FALSE;997630;232598;No;No;No;FALSE
G129568;2/26/2015;1955;SEVENTH AVENUE;MANHATTAN;10026;WEST  117 STREET / WEST  118 STREET;;110;10;28;09;FALSE;997742;232287;No;No;No;FALSE
G129569;2/26/2015;100;ST NICHOLAS AVENUE;MANHATTAN;10026;WEST  115 STREET / 7 AVENUE;;110;10;28;09;FALSE;997466;231645;No;No;No;FALSE
G129572;2/26/2015;69;WEST  130 STREET;MANHATTAN;10037;5 AVENUE / LENOX AVENUE;;110;10;32;09;FALSE;1000187;234705;No;No;No;FALSE
G129573;2/26/2015;42;WEST  126 STREET;MANHATTAN;10027;5 AVENUE / LENOX AVENUE;;110;10;28;09;FALSE;999884;233503;No;No;No;FALSE
G129575;2/26/2015;56;WEST  126 STREET;MANHATTAN;10027;5 AVENUE / LENOX AVENUE;;110;10;28;09;FALSE;999790;233555;No;No;No;FALSE
G129578;2/26/2015;2361;8 AVENUE;MANHATTAN;10027;WEST  126 STREET / WEST  127 STREET;;110;10;28;09;FALSE;997897;234888;Yes;No;No;FALSE
G129581;2/26/2015;84;WEST  120 STREET;MANHATTAN;10027;MT MORRIS PARK WEST / LENOX AVENUE;;110;10;28;09;FALSE;998778;232316;Yes;No;No;FALSE
G129585;2/26/2015;2624;PITKIN AVENUE;BROOKLYN;11208;LOGAN STREET / FOUNTAIN AVENUE;;305;05;75;42;FALSE;1018775;185092;No;No;No;FALSE
G129588;2/26/2015;25;BRADHURST AVENUE;MANHATTAN;10030;WEST  143 STREET / WEST  144 STREET;;110;9;30;07;FALSE;999743;238895;Yes;No;No;FALSE
G129589;2/26/2015;24;BRADHURST AVENUE;MANHATTAN;10030;WEST  143 STREET / WEST  144 STREET;;110;10;32;09;FALSE;999854;238817;Yes;No;No;FALSE
G129590;2/26/2015;747;ST NICHOLAS AVENUE;MANHATTAN;10031;WEST  147 STREET / WEST  148 STREET;;109;9;30;07;FALSE;999777;240137;Yes;No;No;FALSE
G129591;2/26/2015;402;WEST  150 STREET;MANHATTAN;10031;EDGECOMBE AVENUE / DONNELLON SQUARE;;109;09;30;09;FALSE;1000318;240486;Yes;No;No;FALSE
G129592;2/26/2015;320;ST NICHOLAS AVENUE;MANHATTAN;10027;WEST  125 STREET / WEST  126 STREET;;110;10;28;09;FALSE;997564;234787;Yes;No;No;FALSE
G129596;2/26/2015;10;WEST  172 STREET;BRONX;10452;EAST  172 STREET / INWOOD AVENUE;;204;4;44;16;FALSE;1007278;246085;Yes;No;No;FALSE
G129599;2/26/2015;1328;JEROME AVENUE;BRONX;10452;CLARKE PLACE EAST / MARCY PLACE;;204;04;44;16;FALSE;1006812;244847;Yes;No;No;FALSE
G129601;2/26/2015;1299;JEROME AVENUE;BRONX;10452;EAST  169 STREET / CLARKE PLACE WEST;;204;04;44;16;FALSE;1006443;244719;Yes;No;No;FALSE
G129606;2/26/2015;608;EAST  133 STREET;BRONX;10454;BEND / BRUCKNER BOULEVARD;;201;01;40;08;FALSE;1006821;231685;No;No;No;FALSE
G129611;2/26/2015;755;EAST  134 STREET;BRONX;10454;BRUCKNER BOULEVARD / WILLOW AVENUE;;201;01;40;17;FALSE;1008228;231486;No;No;No;FALSE
G129615;2/26/2015;711;EAST  134 STREET;BRONX;10454;BRUCKNER BOULEVARD / WILLOW AVENUE;;201;1;40;17;FALSE;1007965;231689;Yes;No;No;FALSE
G129616;2/26/2015;710;EAST  135 STREET;BRONX;10454;BRUCKNER BOULEVARD / WILLOW AVENUE;;201;01;40;17;FALSE;1008132;231653;Yes;No;No;FALSE
G129617;2/26/2015;749;EAST  135 STREET;BRONX;10454;BRUCKNER BOULEVARD / WILLOW AVENUE;;201;01;40;17;FALSE;1008398;231688;No;No;No;FALSE
G129621;2/26/2015;815;EAST  135 STREET;BRONX;10454;WILLOW AVENUE / AMTRAK-HELLGATE LINE;;201;01;40;17;FALSE;1008769;231538;No;No;No;FALSE
G129622;2/26/2015;891;EAST  135 STREET;BRONX;10454;WALNUT AVENUE / LOCUST AVENUE;;201;01;40;17;FALSE;1009240;231128;No;No;No;FALSE
G129624;2/26/2015;860;EAST  136 STREET;BRONX;10454;AMTRAK-HELLGATE LINE / WALNUT AVENUE;;201;01;40;17;FALSE;1009118;231383;No;No;No;FALSE
G129631;2/26/2015;722;FIFTH AVENUE;BROOKLYN;11215;22 STREET / 23 STREET;;307;07;72;38;FALSE;985717;179894;No;No;No;FALSE
G129636;2/26/2015;968;JAMAICA AVENUE;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;"Paint Black ; ";305;05;75;37;FALSE;1020521;190946;No;No;No;FALSE
G129638;2/26/2015;3473;ATLANTIC AVENUE;BROOKLYN;11208;LINCOLN AVENUE / NICHOLS AVENUE;;305;05;75;37;FALSE;1020661;188078;No;No;No;FALSE
G129643;2/26/2015;380;RIDGEWOOD AVENUE;BROOKLYN;11208;CHESTNUT STREET / EUCLID AVENUE;"Paint No preference PLEASE PAINT SAME ORIGINAL COLOR ON ROLL DOWN GATE AND POWER WASH BRICK WALL. NO PAINT ON BRICK WALL. ; Powerwash; ";305;5;75;37;FALSE;1018969;188779;Yes;No;No;FALSE
G129645;2/26/2015;566;RIDGEWOOD AVENUE;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;;305;05;75;37;FALSE;1020778;189343;No;No;No;FALSE
G129646;2/26/2015;568;RIDGEWOOD AVENUE;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;;305;5;75;37;FALSE;1020799;189349;No;No;No;FALSE
G129647;2/26/2015;570;RIDGEWOOD AVENUE;BROOKLYN;11208;NICHOLS AVENUE / GRANT AVENUE;;305;5;75;37;FALSE;1020819;189354;No;No;No;FALSE
G129652;2/27/2015;50;PARK PLACE;MANHATTAN;10007;CHURCH STREET / WEST BROADWAY;;101;1;1;01;FALSE;981441;199146;No;No;No;FALSE
G129653;2/27/2015;885;EAST  137 STREET;BRONX;10454;AMTRAK-HELLGATE LINE / WALNUT AVENUE;;201;01;40;17;FALSE;1009592;231586;No;No;No;FALSE
