Service Request#;Incident Date;BLDG#;Street;Boro;Zip;Cross Streets;Cleaning Methods;San Dist;CB;Precinct;Council Dist;City Owned;xcoord;ycoord;On Roll Down Gate;Cherry Picker;Above 3rd Floor;LM
G131587;3/27/2015;1267;MCDONALD AVENUE;BROOKLYN;11230;AVENUE J / BAY PARKWAY;"Paint Brick-Red ; ";312;12;66;44;FALSE;991144;166031;Yes;No;No;FALSE
G131588;3/27/2015;1216;MC DONALD AVENUE;BROOKLYN;11230;AVENUE J / BAY PARKWAY;"Paint Gray ; ";312;12;66;44;FALSE;990913;166371;Yes;No;No;FALSE
G131589;3/27/2015;15;AVENUE J;BROOKLYN;11230;DAHILL ROAD / MC DONALD AVENUE;;312;12;66;44;FALSE;990865;166505;Yes;No;No;FALSE
G131590;3/27/2015;1208;MCDONALD AVENUE;BROOKLYN;11230;20 AVENUE / AVENUE J;;312;12;66;44;FALSE;990861;166536;Yes;No;No;FALSE
G131591;3/27/2015;384;MANHATTAN AVENUE;BROOKLYN;11211;WITHERS STREET / FROST STREET;;301;01;94;34;FALSE;999126;200649;Yes;No;No;FALSE
G131592;3/27/2015;642;LORIMER STREET;BROOKLYN;11211;SKILLMAN AVENUE / JACKSON STREET;"Paint Other SILVER; ";301;01;94;34;FALSE;998273;200170;Yes;No;No;FALSE
G131593;3/27/2015;750;ST NICHOLAS AVENUE;MANHATTAN;10031;WEST  147 STREET / WEST  148 STREET;"Paint Gray ; Powerwash; ";109;9;30;07;FALSE;999976;240085;Yes;No;No;FALSE
G131594;3/27/2015;2074;MCDONALD AVENUE;BROOKLYN;11223;COLIN PLACE / AVENUE S;;311;11;62;47;FALSE;991763;158684;Yes;No;No;FALSE
G131595;3/27/2015;2032;MCDONALD AVENUE;BROOKLYN;11223;BILLINGS PLACE / COLIN PLACE;;311;11;62;47;FALSE;991792;158947;Yes;No;No;FALSE
G131596;3/27/2015;1960;MCDONALD AVENUE;BROOKLYN;11223;WOODSIDE AVENUE / KINGS HIGHWAY;;311;11;62;44;FALSE;991850;159678;No;No;No;FALSE
G131597;3/27/2015;8520;FOSTER AVENUE;BROOKLYN;11236;EAST   85 STREET / EAST   86 STREET;;318;18;69;46;FALSE;1008011;173532;No;No;No;FALSE
G131598;3/27/2015;8600;FOSTER AVENUE;BROOKLYN;11236;EAST   86 STREET / EAST   87 STREET;;318;18;69;46;FALSE;1008117;173611;No;No;No;FALSE
G131599;3/27/2015;34-05;GREENPOINT AVENUE;QUEENS;11101;GALE AVENUE / BORDEN AVENUE;;402;2;108;26;FALSE;1002955;207655;No;No;No;FALSE
G131600;3/27/2015;31-22;GREENPOINT AVENUE;QUEENS;11101;VAN DAM STREET / STARR AVENUE;;402;02;108;26;FALSE;1001681;206859;No;No;No;FALSE
G131601;3/27/2015;22-12;JACKSON AVENUE;QUEENS;11101;46 ROAD / CRANE STREET;;402;2;108;26;FALSE;998959;210639;No;No;No;FALSE
G131602;3/27/2015;24-29;JACKSON AVENUE;QUEENS;11101;45 ROAD / COURT SQUARE;;402;02;108;26;FALSE;999621;211294;No;No;No;FALSE
G131604;3/27/2015;10-15;46 ROAD;QUEENS;11101;VERNON BOULEVARD / 11 STREET;"None Specified; ";402;2;108;26;FALSE;997526;211258;No;No;No;FALSE
G131608;3/27/2015;1558;DE KALB AVENUE;BROOKLYN;11237;IRVING AVENUE / WYCKOFF AVENUE;"Paint Tan ; ";304;4;83;37;FALSE;1006353;195365;Yes;No;No;FALSE
G131609;3/27/2015;1922;MCDONALD AVENUE;BROOKLYN;11223;QUENTIN ROAD / WOODSIDE AVENUE;;311;11;62;44;FALSE;991797;160023;No;No;No;FALSE
G131610;3/27/2015;1818;MC DONALD AVENUE;BROOKLYN;11223;AVENUE P / QUENTIN ROAD;"Paint No preference ; ";311;11;62;44;FALSE;991693;160919;Yes;No;No;FALSE
G131611;3/27/2015;1669;MCDONALD AVENUE;BROOKLYN;11230;RYDER AVENUE / AVENUE O;"Paint Tan ; ";311;12;66;44;FALSE;991658;162382;No;No;No;FALSE
G131612;3/27/2015;2515;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991560;154489;Yes;No;No;FALSE
G131613;3/27/2015;2507;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991561;154588;No;No;No;FALSE
G131614;3/27/2015;2498;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991350;154590;Yes;No;No;FALSE
G131615;3/27/2015;2492;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;"Paint No preference ; ";315;15;61;47;FALSE;991357;154661;Yes;No;No;FALSE
G131616;3/27/2015;2490;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991359;154686;No;No;No;FALSE
G131617;3/27/2015;2478;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991369;154797;Yes;No;No;FALSE
G131618;3/27/2015;2481;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991597;154809;Yes;No;No;FALSE
G131619;3/27/2015;2474;MCDONALD AVENUE;BROOKLYN;11223;AVENUE W / 86 STREET;;315;15;61;47;FALSE;991378;154860;Yes;No;No;FALSE
G131620;3/27/2015;2443;MCDONALD AVENUE;BROOKLYN;11223;VILLAGE ROAD SOUTH / AVENUE W;;315;15;61;47;FALSE;991572;155168;Yes;No;No;FALSE
G131621;3/27/2015;2436;MCDONALD AVENUE;BROOKLYN;11223;VILLAGE ROAD SOUTH / AVENUE W;"Powerwash; ";315;15;61;47;FALSE;991421;155266;No;No;No;FALSE
G131622;3/27/2015;2421;MCDONALD AVENUE;BROOKLYN;11223;VILLAGE ROAD SOUTH / AVENUE W;"Paint Brick-Red ; ";315;15;61;47;FALSE;991661;155388;Yes;No;No;FALSE
G131623;3/27/2015;2415;MCDONALD AVENUE;BROOKLYN;11223;VILLAGE ROAD SOUTH / AVENUE W;"Paint No preference ; ";315;15;61;47;FALSE;991642;155449;Yes;No;No;FALSE
G131624;3/27/2015;2381;MCDONALD AVENUE;BROOKLYN;11223;GRAVESEND NECK ROAD / VILLAGE ROAD SOUTH;;315;15;61;47;FALSE;991657;155702;Yes;No;No;FALSE
G131625;3/27/2015;2355;MCDONALD AVENUE;BROOKLYN;11223;GRAVESEND NECK ROAD / VILLAGE ROAD SOUTH;"Paint Other POWER WASH ROLL DOWN DATE ALUMINUM PAINT
; Powerwash; ";315;15;61;47;FALSE;991684;155920;No;No;No;FALSE
G131626;3/27/2015;2359;MCDONALD AVENUE;BROOKLYN;11223;GRAVESEND NECK ROAD / VILLAGE ROAD SOUTH;"Paint No preference ; ";315;15;61;47;FALSE;991654;155893;No;No;No;FALSE
G131627;3/27/2015;2364;MCDONALD AVENUE;BROOKLYN;11223;GRAVESEND NECK ROAD / VILLAGE ROAD SOUTH;;315;15;61;47;FALSE;991499;155883;Yes;No;No;FALSE
G131628;3/27/2015;2232;86 STREET;BROOKLYN;11214;BAY 31 STREET / BAY 32 STREET;;311;11;62;47;FALSE;986157;158308;Yes;No;No;FALSE
G131629;3/27/2015;2319;86 STREET;BROOKLYN;11214;23 AVENUE / BAY   34 STREET;;311;11;62;47;FALSE;986808;158030;No;No;No;FALSE
G131630;3/27/2015;160;BERRY STREET;BROOKLYN;11211;NORTH    5 STREET / NORTH    4 STREET;"Paint Black ; ";301;1;94;33;FALSE;995144;200672;Yes;No;No;FALSE
G131631;3/27/2015;84-23;37 AVENUE;QUEENS;11372;84 STREET / 85 STREET;"Paint No preference ; ";403;03;115;25;FALSE;1016987;212633;No;No;No;FALSE
G131632;3/27/2015;47-02;37 STREET;QUEENS;11101;47 AVENUE / 48 AVENUE;"None Specified; ";402;2;108;26;FALSE;1004037;209619;No;No;No;FALSE
G131633;3/27/2015;37-10;QUEENS BOULEVARD;QUEENS;11101;37 STREET / 38 STREET;;402;02;108;26;FALSE;1004275;210270;No;No;No;FALSE
G131634;3/27/2015;948;EAST   92 STREET;BROOKLYN;11236;FOSTER AVENUE / BEDELL LANE;;318;18;69;46;FALSE;1009257;174349;No;No;No;FALSE
G131635;3/27/2015;916;EAST   92 STREET;BROOKLYN;11236;KRIER PLACE / FOSTER AVENUE;;318;18;69;42;FALSE;1009044;174614;No;No;No;FALSE
G131636;3/27/2015;48-06;46 STREET;QUEENS;11377;48 AVENUE / 50 AVENUE;"Paint No preference EXTEROR WALLS, DOORS & ROLL DOWN GATES-AKA 45-20 48 AVE; Powerwash; ";402;2;108;26;FALSE;1006515;208557;No;No;No;FALSE
G131637;3/27/2015;47-52;47 STREET;QUEENS;11377;47 AVENUE / 48 AVENUE;"Paint No preference ; Powerwash; ";402;2;108;26;FALSE;1006792;208695;No;No;No;FALSE
G131638;3/27/2015;45-44;48 STREET;QUEENS;11377;GREENPOINT AVENUE / 47 AVENUE;;402;02;108;26;FALSE;1007128;209460;No;No;No;FALSE
G131639;3/27/2015;47-02;48 STREET;QUEENS;11377;47 AVENUE / 48 AVENUE;;402;2;108;26;FALSE;1007121;209151;No;No;No;FALSE
G131640;3/27/2015;45-14;51 STREET;QUEENS;11377; / 47 AVENUE;"Paint Other biege; Powerwash; ";402;2;108;26;FALSE;1008031;209577;No;No;No;FALSE
G131641;3/27/2015;50-17;47 AVENUE;QUEENS;11377;50 STREET / 51 STREET;;402;02;108;26;FALSE;1007933;209173;No;No;No;FALSE
G131643;3/27/2015;47-59;49 STREET;QUEENS;11377;47 AVENUE / 48 AVENUE;;402;2;108;26;FALSE;1007416;208649;No;No;No;FALSE
G131644;3/27/2015;29-19;FRANCIS LEWIS BOULEVARD;QUEENS;11358;172 STREET / 30 AVENUE;"Paint Brick-Red ; ";407;7;109;19;FALSE;1041693;219912;No;No;No;FALSE
G131645;3/28/2015;1546;ST NICHOLAS AVENUE;MANHATTAN;10040;WEST  187 STREET / WEST  188 STREET;;112;12;34;10;FALSE;1003449;250107;Yes;No;No;FALSE
G131646;3/28/2015;1628;ST NICHOLAS AVENUE;MANHATTAN;10040;WEST  191 STREET / WEST  192 STREET;;112;12;34;10;FALSE;1003964;250999;Yes;No;No;FALSE
G131647;3/28/2015;21-27;31 STREET;QUEENS;11105;21 AVENUE / DITMARS BOULEVARD;;401;1;114;22;FALSE;1009447;222420;No;No;No;FALSE
G131648;3/28/2015;33-02;DITMARS BOULEVARD;QUEENS;11105;33 STREET / 35 STREET;"Paint No preference paint white wall rear and rear side  powerwash 33 street  side  **after  brick repair -apply protective coating; Powerwash; ";401;1;114;22;FALSE;1009256;221683;No;No;No;FALSE
G131649;3/28/2015;4352;BRONX BOULEVARD;BRONX;10466;EAST  236 STREET / EAST  237 STREET;;212;12;47;11;FALSE;1023372;266559;Yes;No;No;FALSE
G131650;3/28/2015;37-27;91 STREET;QUEENS;11372;37 AVENUE / ELMHURST AVENUE;;403;03;115;21;FALSE;1018711;212488;No;No;No;FALSE
G131651;3/28/2015;1910;3 AVENUE;MANHATTAN;10029;EAST  105 STREET / EAST  106 STREET;;111;11;23;08;FALSE;999427;227561;No;No;No;FALSE
G131652;3/28/2015;1932;3 AVENUE;MANHATTAN;10029;EAST  106 STREET / EAST  107 STREET;;111;11;23;08;FALSE;999572;227859;No;No;No;FALSE
G131653;3/28/2015;1960;3 AVENUE;MANHATTAN;10029;EAST  107 STREET / EAST  108 STREET;;111;11;23;08;FALSE;999704;228105;Yes;No;No;FALSE
G131654;3/28/2015;119;SHERIDAN AVENUE;BROOKLYN;11208;MC KINLEY AVENUE / LIBERTY AVENUE;;305;05;75;37;FALSE;1021109;186945;No;No;Yes;FALSE
G131655;3/28/2015;258;7 AVENUE;BROOKLYN;11215;5 STREET / 6 STREET;;306;06;78;39;FALSE;989808;183099;No;No;No;FALSE
G131656;3/28/2015;4304;3 AVENUE;BROOKLYN;11232;43 STREET / 44 STREET;"Paint Brick-Red ; Powerwash; ";307;07;72;38;FALSE;981205;176724;Yes;No;No;FALSE
G131657;3/28/2015;4310;3 AVENUE;BROOKLYN;11232;43 STREET / 44 STREET;;307;07;72;38;FALSE;981173;176672;Yes;No;No;FALSE
G131658;3/28/2015;4620;THIRD AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;;307;7;72;38;FALSE;980613;175985;No;No;No;FALSE
G131659;3/28/2015;4610;3 AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;;307;07;72;38;FALSE;980659;176044;Yes;No;No;FALSE
G131660;3/28/2015;339;63 STREET;BROOKLYN;11220;BEND / 4 AVENUE;;307;07;72;38;FALSE;978382;172459;No;No;No;FALSE
G131661;3/28/2015;321;61 STREET;BROOKLYN;11220;GOWANUS EXPRESSWAY EB EXIT   21 / 4 AVENUE;;307;7;72;38;FALSE;978572;172959;No;No;No;FALSE
G131662;3/28/2015;313;59 STREET;BROOKLYN;11220;3 AVENUE / 4 AVENUE;"Paint Brick-Red ; ";307;7;72;38;FALSE;978874;173406;No;No;No;FALSE
G131663;3/28/2015;313;58 STREET;BROOKLYN;11220;3 AVENUE / 4 AVENUE;;307;7;72;38;FALSE;979036;173608;No;No;No;FALSE
G131664;3/28/2015;122;29 STREET;BROOKLYN;11232;3 AVENUE / 4 AVENUE;;307;07;72;38;FALSE;983630;179403;No;No;No;FALSE
G131665;3/28/2015;5313;5 AVENUE;BROOKLYN;11220;53 STREET / 54 STREET;;307;07;72;38;FALSE;980903;173462;No;No;No;FALSE
G131666;3/28/2015;684;5 AVENUE;BROOKLYN;11215;20 STREET / 21 STREET;;307;07;72;38;FALSE;986078;180370;No;No;No;FALSE
G131667;3/28/2015;5020;4 AVENUE;BROOKLYN;11220;50 STREET / 51 STREET;"Paint Other AS PREVIOUSLY DONE; ";307;7;72;38;FALSE;980564;174713;No;No;No;FALSE
G131668;3/28/2015;260;WEST   27 STREET;MANHATTAN;10001;7 AVENUE / 8 AVENUE;;105;5;10;03;FALSE;985239;211641;No;No;No;FALSE
G131670;3/29/2015;451;GRANDVIEW AVENUE;QUEENS;11385;HIMROD STREET / HARMAN STREET;"Paint Tan brown gates; ";405;05;104;30;FALSE;1009499;198220;Yes;No;No;FALSE
G131671;3/29/2015;33-45;73 STREET;QUEENS;11372;NORTHERN BOULEVARD / 34 AVENUE;"Powerwash; ";403;03;115;25;FALSE;1013839;213767;No;No;No;FALSE
G131672;3/29/2015;12-27;150 STREET;QUEENS;11357;12 AVENUE / 12 ROAD;"Paint No preference ; ";407;07;109;19;FALSE;1035749;227167;No;No;No;FALSE
G131673;3/29/2015;7023;FORT HAMILTON PARKWA;BROOKLYN;11228;70 STREET / 71 STREET;;310;10;68;43;FALSE;980587;167941;No;No;No;FALSE
G131674;3/29/2015;188;CALYER STREET;BROOKLYN;11222;MANHATTAN AVENUE / LEONARD STREET;;301;01;94;33;FALSE;997427;204584;Yes;No;No;FALSE
G131675;3/29/2015;200;WEST   81 STREET;MANHATTAN;10024;AMSTERDAM AVENUE / BROADWAY;;107;7;20;06;FALSE;990410;225082;No;No;No;FALSE
G131676;3/30/2015;50-43;63 STREET;QUEENS;11377;50 AVENUE / 51 AVENUE;;402;02;108;26;FALSE;1011259;207356;No;No;No;FALSE
G131677;3/30/2015;160-04;JAMAICA AVENUE;QUEENS;11432;160 STREET / 161 STREET;;412;12;103;27;FALSE;1040036;195654;Yes;No;No;FALSE
G131678;3/30/2015;105-23;150 STREET;QUEENS;11435;105 AVENUE / 148 STREET;;412;12;103;28;FALSE;1039313;193101;Yes;No;No;FALSE
G131679;3/30/2015;580;52 STREET;BROOKLYN;11220;5 AVENUE / 6 AVENUE;"Paint Other BROWN; ";307;7;72;38;FALSE;981579;173435;No;No;No;FALSE
G131680;3/30/2015;245;23 STREET;BROOKLYN;11215;5 AVENUE / 6 AVENUE;;307;7;72;38;FALSE;985873;179768;Yes;No;No;FALSE
G131681;3/30/2015;418;49 STREET;BROOKLYN;11220;4 AVENUE / 5 AVENUE;;307;07;72;38;FALSE;981031;174817;No;No;No;FALSE
G131682;3/30/2015;4809;4 AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;07;72;38;FALSE;981098;175054;No;No;No;FALSE
G131683;3/30/2015;1491;BEDFORD AVENUE;BROOKLYN;11216;STERLING PLACE / ST JOHN'S PLACE;"Powerwash; ";308;8;77;35;FALSE;997052;184138;No;No;No;FALSE
G131684;3/30/2015;512;45 STREET;BROOKLYN;11220;5 AVENUE / 6 AVENUE;;307;07;72;38;FALSE;982231;175247;No;No;No;FALSE
G131685;3/30/2015;6310;4 AVENUE;BROOKLYN;11220;63 STREET / 64 STREET;;307;07;72;38;FALSE;978497;172119;No;No;No;FALSE
G131686;3/30/2015;4802;4 AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;7;72;38;FALSE;980972;175246;No;No;No;FALSE
G131687;3/30/2015;18-10;119 STREET;QUEENS;11356;18 AVENUE / 20 AVENUE;"Powerwash; ";407;7;109;19;FALSE;1025934;224511;No;No;No;FALSE
G131688;3/30/2015;572;45 STREET;BROOKLYN;11220;5 AVENUE / 6 AVENUE;;307;07;72;38;FALSE;982639;174873;No;No;No;FALSE
G131689;3/30/2015;214;HIGHLAWN AVENUE;BROOKLYN;11223;WEST    6 STREET / WEST    5 STREET;;311;11;62;47;FALSE;990379;159091;No;No;No;FALSE
G131690;3/30/2015;214;HIGHLAWN AVENUE;BROOKLYN;11223;WEST    6 STREET / WEST    5 STREET;;311;11;62;47;FALSE;990379;159091;No;No;No;FALSE
G131691;3/30/2015;1350;FOREST AVENUE;STATEN ISLAND;10302;HAMLIN PLACE / VELTMAN AVENUE;;501;1;120;49;FALSE;946937;167257;Yes;No;No;FALSE
G131692;3/30/2015;1368;FOREST AVENUE;STATEN ISLAND;10302;VELTMAN AVENUE / BURNSIDE AVENUE;"Paint Gray ; ";501;1;120;49;FALSE;946807;167126;No;No;No;FALSE
G131693;3/30/2015;1396;FOREST AVENUE;STATEN ISLAND;10302;BURNSIDE AVENUE / BARRETT AVENUE;;501;1;120;49;FALSE;946668;167007;No;No;No;FALSE
G131694;3/30/2015;1406;FOREST AVENUE;STATEN ISLAND;10302;BURNSIDE AVENUE / BARRETT AVENUE;;501;01;121;49;FALSE;946612;166974;Yes;No;No;FALSE
G131696;3/30/2015;131;BENNETT STREET;STATEN ISLAND;10302;PARK AVENUE / PORT RICHMOND AVENUE;;501;01;120;49;FALSE;947393;171823;No;No;No;FALSE
G131697;3/30/2015;4826;3 AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;07;72;38;FALSE;980281;175566;No;No;No;FALSE
G131698;3/30/2015;120;NEW LOTS AVENUE;BROOKLYN;11212;POWELL STREET / JUNIUS STREET;;316;16;73;42;FALSE;1011801;179091;No;No;No;FALSE
G131699;3/30/2015;93;WILLIAMS AVENUE;BROOKLYN;11207;ATLANTIC AVENUE / LIBERTY AVENUE;;305;05;75;37;FALSE;1011971;184904;No;No;No;FALSE
G131700;3/30/2015;100;WILLIAMS AVENUE;BROOKLYN;11207;ATLANTIC AVENUE / LIBERTY AVENUE;;305;05;75;37;FALSE;1011846;184841;Yes;No;No;FALSE
G131701;3/30/2015;453;LIBERTY AVENUE;BROOKLYN;11207;WYONA STREET / BRADFORD STREET;;305;05;75;37;FALSE;1013914;185264;No;No;No;FALSE
G131702;3/30/2015;596;FIFTH AVENUE;BROOKLYN;11215;16 STREET / PROSPECT AVENUE;;307;07;72;39;FALSE;986846;181321;No;No;No;FALSE
G131703;3/30/2015;610;FIFTH AVENUE;BROOKLYN;11215;PROSPECT EXPRESSWAY / 17 STREET;;307;07;72;38;FALSE;986710;181126;Yes;No;No;FALSE
G131704;3/30/2015;650;FIFTH AVENUE;BROOKLYN;11215;18 STREET / 19 STREET;"Paint Gray ; ";307;07;72;38;FALSE;986359;180710;Yes;No;No;FALSE
G131705;3/30/2015;676;FIFTH AVENUE;BROOKLYN;11215;20 STREET / 21 STREET;;307;07;72;38;FALSE;986144;180424;No;No;No;FALSE
G131706;3/30/2015;60-02;FRESH POND ROAD;QUEENS;11378;60 AVENUE / 60 ROAD;"Paint Other beige; ";405;5;104;30;FALSE;1011388;200461;No;No;No;FALSE
G131707;3/30/2015;745;5 AVENUE;BROOKLYN;11232;24 STREET / 25 STREET;"Paint White ; ";307;7;72;38;FALSE;985403;179521;No;No;No;FALSE
G131708;3/30/2015;785;5 AVENUE;BROOKLYN;11232;29 STREET / 30 STREET;;307;7;72;38;FALSE;984647;178564;No;No;No;FALSE
G131709;3/30/2015;787;FIFTH AVENUE;BROOKLYN;11232;29 STREET / 30 STREET;;307;07;72;38;FALSE;984615;178502;No;No;No;FALSE
G131710;3/30/2015;3912;FIFTH AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;;307;07;72;38;FALSE;983013;176490;No;No;No;FALSE
G131711;3/30/2015;3914;FIFTH AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;;307;07;72;38;FALSE;983001;176475;No;No;No;FALSE
G131712;3/30/2015;3916;FIFTH AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;;307;07;72;38;FALSE;982989;176460;Yes;No;No;FALSE
G131713;3/30/2015;3918;FIFTH AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;;307;07;72;38;FALSE;982977;176445;Yes;No;No;FALSE
G131714;3/30/2015;4114;FIFTH AVENUE;BROOKLYN;11232;41 STREET / 42 STREET;"Paint Gray ; ";307;07;72;38;FALSE;982673;176071;Yes;No;No;FALSE
G131715;3/30/2015;4421;5 AVENUE;BROOKLYN;11220;44 STREET / 45 STREET;;307;7;72;38;FALSE;982280;175336;No;No;No;FALSE
G131716;3/30/2015;4411;FIFTH AVENUE;BROOKLYN;11220;44 STREET / 45 STREET;;307;07;72;38;FALSE;982351;175381;No;No;No;FALSE
G131717;3/30/2015;4015;FIFTH AVENUE;BROOKLYN;11232;40 STREET / 41 STREET;;307;07;72;38;FALSE;982964;176173;No;No;No;FALSE
G131718;3/30/2015;3909;FIFTH AVENUE;BROOKLYN;11232;39 STREET / 40 STREET;"Paint No preference POWER WASH GRAFITTI ON MASONARY AND PLASTIC DOOR GLASS. DO NOT PAINT OVER PLASTIC.; Powerwash; ";307;07;72;38;FALSE;983173;176418;No;No;No;FALSE
G131719;3/30/2015;655;FIFTH AVENUE;BROOKLYN;11215;18 STREET / 19 STREET;;307;07;72;38;FALSE;986500;180616;No;No;No;FALSE
G131720;3/30/2015;649;5 AVENUE;BROOKLYN;11215;18 STREET / 19 STREET;"Powerwash; ";307;07;72;38;FALSE;986531;180655;Yes;No;No;FALSE
G131721;3/30/2015;641;FIFTH AVENUE;BROOKLYN;11215;18 STREET / 19 STREET;;307;07;72;38;FALSE;986576;180735;No;No;No;FALSE
G131722;3/30/2015;635;FIFTH AVENUE;BROOKLYN;11215;17 STREET / 18 STREET;;307;07;72;38;FALSE;986652;180837;Yes;No;No;FALSE
G131723;3/30/2015;247;PROSPECT AVENUE;BROOKLYN;11215;5 AVENUE / 6 AVENUE;;307;07;72;39;FALSE;986977;181242;Yes;No;No;FALSE
G131724;3/30/2015;589;FIFTH AVENUE;BROOKLYN;11215;16 STREET / PROSPECT AVENUE;;307;07;72;39;FALSE;987051;181344;Yes;No;No;FALSE
G131725;3/30/2015;73;RALPH AVENUE;BROOKLYN;11221;MADISON STREET / PUTNAM AVENUE;"Paint Brick-Red Try to match; Powerwash; ";303;3;81;41;FALSE;1005503;189842;No;No;No;FALSE
G131726;3/30/2015;5413;FIFTH AVENUE;BROOKLYN;11220;54 STREET / 55 STREET;;307;07;72;38;FALSE;980712;173322;No;No;No;FALSE
G131727;3/30/2015;5211;FIFTH AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;;307;07;72;38;FALSE;981033;173738;Yes;No;No;FALSE
G131728;3/30/2015;5217;FIFTH AVENUE;BROOKLYN;11220;52 STREET / 53 STREET;;307;07;72;38;FALSE;981016;173717;No;No;No;FALSE
G131729;3/30/2015;5007;FIFTH AVENUE;BROOKLYN;11220;50 STREET / 51 STREET;;307;07;72;38;FALSE;981389;174169;Yes;No;No;FALSE
G131730;3/30/2015;4809;FIFTH AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;07;72;38;FALSE;981684;174555;No;No;No;FALSE
G131731;3/30/2015;4807;FIFTH AVENUE;BROOKLYN;11220;48 STREET / 49 STREET;;307;07;72;38;FALSE;981701;174577;Yes;No;No;FALSE
G131732;3/30/2015;4623;FIFTH AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;;307;07;72;38;FALSE;981967;174893;No;No;No;FALSE
G131733;3/30/2015;4619;FIFTH AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;"Paint No preference ; Powerwash; ";307;07;72;38;FALSE;981982;174912;No;No;Yes;FALSE
G131734;3/30/2015;4617;5 AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;"Paint Gray ; ";307;7;72;38;FALSE;981990;174924;Yes;No;No;FALSE
G131735;3/30/2015;4613;FIFTH AVENUE;BROOKLYN;11220;46 STREET / 47 STREET;;307;07;72;38;FALSE;982019;174960;No;No;No;FALSE
G131736;3/30/2015;4517;FIFTH AVENUE;BROOKLYN;11220;45 STREET / 46 STREET;;307;07;72;38;FALSE;982158;175138;No;No;No;FALSE
G131737;3/30/2015;4515;FIFTH AVENUE;BROOKLYN;11220;45 STREET / 46 STREET;"Powerwash; ";307;07;72;38;FALSE;982169;175152;Yes;No;No;FALSE
G131738;3/30/2015;539;FIFTH AVENUE;BROOKLYN;11215;14 STREET / 15 STREET;;306;06;78;39;FALSE;987379;181854;No;No;No;FALSE
G131739;3/30/2015;511;FIFTH AVENUE;BROOKLYN;11215;12 STREET / 13 STREET;;306;06;78;39;FALSE;987604;182210;Yes;No;No;FALSE
G131740;3/30/2015;509;FIFTH AVENUE;BROOKLYN;11215;12 STREET / 13 STREET;;306;06;78;39;FALSE;987630;182251;No;No;No;FALSE
G131741;3/30/2015;705;41 STREET;BROOKLYN;11232;7 AVENUE / 8 AVENUE;;307;7;72;38;FALSE;984183;175182;No;No;No;FALSE
G131742;3/30/2015;483;FIFTH AVENUE;BROOKLYN;11215;11 STREET / 12 STREET;"Powerwash; ";306;06;78;39;FALSE;987781;182498;No;No;No;FALSE
G131743;3/30/2015;431;FIFTH AVENUE;BROOKLYN;11215;8 STREET / 9 STREET;;306;06;78;39;FALSE;988194;183155;No;No;No;FALSE
G131744;3/30/2015;350;6 STREET;BROOKLYN;11215;5 AVENUE / 6 AVENUE;;306;06;78;39;FALSE;988520;183653;Yes;No;No;FALSE
G131745;3/30/2015;379;FIFTH AVENUE;BROOKLYN;11215;5 STREET / 6 STREET;"Paint Black ; ";306;06;78;39;FALSE;988564;183723;Yes;No;No;FALSE
G131746;3/30/2015;339;5 STREET;BROOKLYN;11215;5 AVENUE / 6 AVENUE;;306;6;78;39;FALSE;988680;183953;No;No;No;FALSE
G131747;3/30/2015;349;5 AVENUE;BROOKLYN;11215;4 STREET / 5 STREET;;306;6;78;39;FALSE;988747;184009;Yes;No;No;FALSE
G131749;3/30/2015;2086;EAST   13 STREET;BROOKLYN;11229;AVENUE T / AVENUE U;"Paint No preference brickwall; Powerwash; ";315;15;61;48;FALSE;995789;157462;No;No;No;FALSE
G131750;3/30/2015;2085;EAST   13 STREET;BROOKLYN;11229;AVENUE T / AVENUE U;;315;15;61;48;FALSE;995869;157472;No;No;No;FALSE
G131751;3/30/2015;143;WEST  116 STREET;MANHATTAN;10026;LENOX AVENUE / 7 AVENUE;"Paint Other FRONT OF BUILDING; Powerwash; ";110;10;28;09;FALSE;997678;231823;No;No;No;FALSE
